product_series,state_abbr,form_name,file_name,new_business,customer_service,individual_plan,group_plan,standard,order,download_page,description,,,,
"Term Alabama	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,0,0,"	Life Insurance Buyer's Guide",,,,,,,
"Term Connecticut	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,139,139,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Connecticut	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,140,140,"	Application Submittal Checklist",,,,,,,
"Term Connecticut	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,141,141,"	Military Supplement to Application",,,,,,,
"Term Connecticut	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,142,142,"	Application Overflow Page",,,,,,,
"Term Connecticut	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,143,143,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Connecticut	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,144,144,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Connecticut	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,145,145,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Connecticut	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,146,146,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Connecticut	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,147,147,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Delaware	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,148,148,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Delaware	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,149,149,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Delaware	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,150,150,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Delaware	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,151,151,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Delaware	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,152,152,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Delaware	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,153,153,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Delaware	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,154,154,"	Companion Case Transmittal",,,,,,,
"Term Delaware	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,155,155,"	List Billing Transmittal",,,,,,,
"Term Delaware	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,156,156,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Delaware	6404-NIH	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,157,157,"	HIV Infection and AIDS: An Overview",,,,,,,
"Term Delaware	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,158,158,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Delaware	6420-DE	6420-DE.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,159,159,"	Life Insurance Application For use in DE Effective 5/13",,,,,,,
"Term Delaware	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,160,160,"	Trustee Certification",,,,,,,
"Term Delaware	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,161,161,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Delaware	6486-DE	6486-DE.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,162,162,"	Important Notice Regarding Replacement of Life Insurance",,,,,,,
"Term Delaware	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,163,163,"	Application Submittal Checklist",,,,,,,
"Term Delaware	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,164,164,"	Military Supplement to Application",,,,,,,
"Term Delaware	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,165,165,"	Application Overflow Page",,,,,,,
"Term Delaware	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,166,166,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Delaware	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,167,167,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Delaware	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,168,168,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Delaware	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,169,169,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Delaware	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,170,170,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term DC	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,171,171,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term DC	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,172,172,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term DC	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,173,173,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term DC	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,174,174,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term DC	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,175,175,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term DC	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,176,176,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term DC	6133-A&B-DC	6133-A&B-DC.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,177,177,"	Scuba/Skin Diving/Mountain Climbing Application For use in DC (6133-A&B-DC)",,,,,,,
"Term DC	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,178,178,"	Companion Case Transmittal",,,,,,,
"Term DC	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,179,179,"	List Billing Transmittal",,,,,,,
"Term DC	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,180,180,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term DC	6256-A&B-DC	6256-A&B-DC.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,181,181,"	Aviation/Racing Questionnaire For use in DC (6256-A&B-DC)",,,,,,,
"Term DC	6257-A&B-DC	6257-A&B-DC.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,182,182,"	Ballooning/Hang Gliding/Ultralight/Skydiving/Parachuting Questionnaire For use in DC (6257-A&B-DC)",,,,,,,
"Term DC	6404-DC	6404-DC%20REV%202-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,183,183,"	HIV Testing Informed Consent (Red Cross Pamphlet should accompany this form)",,,,,,,
"Term DC	6404-NIH	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,184,184,"	HIV Infection and AIDS: An Overview",,,,,,,
"Term DC	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,185,185,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term DC	6420-DC	6420-DC.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,186,186,"	Life Insurance Application For use in DC Effective 5/13",,,,,,,
"Term DC	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,187,187,"	Trustee Certification",,,,,,,
"Term DC	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,188,188,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term DC	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,189,189,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term DC	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,190,190,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term DC	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,191,191,"	Application Submittal Checklist",,,,,,,
"Term DC	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,192,192,"	Military Supplement to Application",,,,,,,
"Term DC	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,193,193,"	Application Overflow Page",,,,,,,
"Term DC	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,194,194,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term DC	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,195,195,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term DC	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,196,196,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term DC	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,197,197,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term DC	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,198,198,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Georgia	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,199,199,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Georgia	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,200,200,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Georgia	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,201,201,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Georgia	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,202,202,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Georgia	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,203,203,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Georgia	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,204,204,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Georgia	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,205,205,"	Companion Case Transmittal",,,,,,,
"Term Georgia	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,206,206,"	List Billing Transmittal",,,,,,,
"Term Georgia	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,207,207,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Georgia	6404-GA	6404-GA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,208,208,"	HIV Testing Informed Consent",,,,,,,
"Term Georgia	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,209,209,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Georgia	6420-GA	6420-GA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,210,210,"	Life Insurance Application For use in GA Effective 5/13",,,,,,,
"Term Georgia	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,211,211,"	Trustee Certification",,,,,,,
"Term Georgia	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,212,212,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Georgia	6486-GA	6486-GA%20Rev.%203-10.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,213,213,"	Important Notice Regarding Replacement of Life Insurance (For use in GA)",,,,,,,
"Term Georgia	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,214,214,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Georgia	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,215,215,"	Application Submittal Checklist",,,,,,,
"Term Georgia	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,216,216,"	Military Supplement to Application",,,,,,,
"Term Georgia	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,217,217,"	Application Overflow Page",,,,,,,
"Term Georgia	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,218,218,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Georgia	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,219,219,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Georgia	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,220,220,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Georgia	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,221,221,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Georgia	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,222,222,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Idaho	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,223,223,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Idaho	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,224,224,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Idaho	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,225,225,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Idaho	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,226,226,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Idaho	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,227,227,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Idaho	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,228,228,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Idaho	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,229,229,"	Companion Case Transmittal",,,,,,,
"Term Idaho	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,230,230,"	List Billing Transmittal",,,,,,,
"Term Idaho	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,231,231,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Idaho	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,232,232,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Idaho	6420	6420.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,233,233,"	Life Insurance Application For use in CO", ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
"Term Idaho	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,234,234,"	Trustee Certification",,,,,,,
"Term Idaho	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,235,235,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Idaho	6486-ID	6486-ID.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,236,236,"	Important Notice Regarding Replacement of Life Insurance (For use with ID Life and Annuity Replacements)",,,,,,,
"Term Idaho	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,237,237,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Idaho	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,238,238,"	Application Submittal Checklist",,,,,,,
"Term Idaho	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,239,239,"	Military Supplement to Application",,,,,,,
"Term Idaho	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,240,240,"	Application Overflow Page",,,,,,,
"Term Idaho	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,241,241,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Idaho	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,242,242,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Idaho	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,243,243,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Idaho	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,244,244,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Idaho	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,245,245,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Illinois	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,246,246,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Illinois	2946-C	2946-C.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,247,247,"	Lifetime Advantage Acceptance & Disclosure Statement For Accelerated Benefits",,,,,,,
"Term Illinois	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,248,248,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Illinois	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,249,249,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Illinois	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,250,250,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Illinois	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,251,251,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Illinois	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,252,252,"	Companion Case Transmittal",,,,,,,
"Term Illinois	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,253,253,"	List Billing Transmittal",,,,,,,
"Term Illinois	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,254,254,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Illinois	6404-IL	6404-IL.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,255,255,"	HIV Testing Informed Consent",,,,,,,
"Term Illinois	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,256,256,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Illinois	6420-IL	6420-IL.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,257,257,"	Life Insurance Application For use in IL Effective 5/13",,,,,,,
"Term Illinois	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,258,258,"	Trustee Certification",,,,,,,
"Term Illinois	6486A-IL	6486A-IL.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,259,259,"	Notice Regarding Replacement (Form 6486A-IL)",,,,,,,
"Term Illinois	6486B-IL	6486B-IL.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,260,260,"	Notice to Existing Insurer Regarding Proposed Replacement of Life Insurance or Annuity (Form 6486B-IL)",,,,,,,
"Term Illinois	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,261,261,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Illinois	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,262,262,"	Application Submittal Checklist",,,,,,,
